Kort adresse,Latitude,Longitude
Helsinkigade 21,55.70828969999999,12.5964209
Valby Langgade 253,55.67206119999999,12.4826179
Kastrupvej 94,55.65268039999999,12.6195497
Kattesundet 18,55.6767292,12.5720526
Malmøgade 9,55.69184199999999,12.578727
Puggaardsgade 16,55.6711761,12.5749902
Flensborggade 34,55.6659332,12.5473731
Valgårdsvej 7,55.6606351,12.5187743
Lemnosvej 15,55.65313680000001,12.6221931
Søndre Fasanvej 94,55.6671723,12.516736
Naboløs 4,55.67748599999999,12.5769953
Amagerbrogade 305,55.64128669999999,12.6174801
Kenny Drews Vej 57,55.6451527,12.5509679
Gerbrandsvej 14,55.6467551,12.6161025
Flakholmen 21,55.684029,12.48852
Valdemar Holmers Gade 41 2100,55.7109312,12.5580593
Frederiksborgvej 12,55.7025511,12.5337101
Østerbrogade 96,55.7017325,12.5777515
Oehlenschlægersgade 30,55.669965,12.54968
Bregnerødgade 19,55.6982874,12.5375619
Engvej 176,55.6461584,12.6345466
Strandboulevarden 71,55.7048501,12.5865829
Islands Brygge 159,55.65502859999999,12.5656121
Livjægergade 41,55.6996057,12.5856433
Alliancevej 13,55.64893989999999,12.5527144
Klaksvigsgade 12,55.66726809999999,12.5803586
Langelinie Allé 7,55.6965034,12.5993619
Islands Brygge 161,55.6550676,12.5654149
Andreas Bjørns Gade 26,55.6761662,12.5986771
Astrupvej 93 2700,55.70516800000001,12.492629
Tom Kristensens Vej 20,55.660574,12.587179
Grøndals Parkvej 20,55.69034449999999,12.5126432
Stampesgade 1,55.671343,12.564156
Tove Maës Vej 11,55.66014089999999,12.5106902
Nybrogade 22,55.6763194,12.5759975
Händelsvej 32,55.6490813,12.5249427
Hambrosgade 6,55.6709754,12.5752524
Bremensgade 37,55.665708,12.616873
Kjærstrupvej 34,55.675101,12.4902234
Ålandsgade 13,55.6640241,12.6053164
Upsalagade 18,55.6922819,12.5793725
Pilestræde 35,55.680818,12.580094
Edvard Thomsens Vej 63,55.632769,12.577403
Vigerslevvej 35,55.6696903,12.4900515
Vinkelager 3,55.6805975,12.4852331
Håbets Allé 14,55.7037954,12.5035542
Wildersgade 3,55.6714231,12.5869857
Thorshavnsgade 22,55.6677507,12.5790889
Margretheholmsvej 72,55.6866129,12.615385
Florensvej 16,55.6578228,12.6205651
Frederikssundsvej 263,55.7084115,12.4828899
Peter Fabers Gade 22,55.6911222,12.555702
Herninggade 3,55.707277,12.5884134
Lille Strandstræde 1,,
Nakskovvej 15,55.6710216,12.4927808
Lybækgade 5,55.6650901,12.6087644
Markmandsgade 19,55.66827970000001,12.5999658
Floras Allé 7,55.6939495,12.48487
Sankt Annæ Gade 4 1416,55.67416859999999,12.5908392
Sorrentovej 8,55.65843839999999,12.6212612
Humlehaven 26,55.6508939,12.4913302
Otto Mønsteds Plads 11,55.6709596,12.5745475
Åløkkevej 29,55.6918783,12.5042805
Tovværkgade 4,55.6629616,12.6029199
Valdemarsgade 26,55.668675,12.5487481
Arnestedet 7,55.6813011,12.4903587
Brønshøjvej 71,55.6963296,12.4990899
Studiestræde 16,55.6787827,12.5696837
Hareskovvej 57,55.7094059,12.508129
Edvard Thomsens Vej 55,55.632575,12.5769559
Dybendalsvej 69,55.6944719,12.4997303
Amagerbrogade 219,55.6487221,12.6134585
Kastrupvej 165,55.646516,12.6251327
Studsgaardsgade 28,55.7096901,12.5573841
Woltersgade 2,55.6650642,12.6073369
Astersvej 8 2700,55.7086924,12.4851621
Strandlodsvej 25A 2300,55.6657363,12.6249628
Ellebjergvej 15,55.65002029999999,12.5257428
Koldinggade 8,55.7066792,12.5789562
Wildersgade 21,55.6728883,12.5893905
Dyssevænget 51,55.7070521,12.4647036
Alperosevej 11,55.6465709,12.6102434
Rømersgade 3,55.6827371,12.5675836
Saltholmsvej 6,55.6594995,12.6086204
Havneholmen 34,55.6601016,12.5617871
Herman Triers Plads 2,55.682571,12.555867
Skyttegårdvej 11,55.66147179999999,12.4818207
Edvard Thomsens Vej 67,55.632723,12.577764
Obdams Allé 37,55.650486,12.616252
Alliancevej 39,55.6483377,12.5534267
Marbjergvej 12,55.711838,12.4674269
Engelstedsgade 26,55.7105294,12.559383
Alliancevej 5,55.6487752,12.5520064
Skaffervej 5,55.7056497,12.5332176
Faksegade 5,55.69974329999999,12.5807534
Godsbanegade 20,55.6653872,12.5550442
Tybjergvej 47,55.6941585,12.4728781
Dunkerquegade 32,55.70842349999999,12.5970054
Engvej 59,55.65536789999999,12.6302999
Christianshavns Voldgade 10,55.66976889999999,12.5894669
Greisvej 19,55.6452173,12.6178911
Willy Brandts Vej 13,55.6570756,12.5612603
Rødtjørnevej 3A 2720,55.6775738,12.4806547
Julius Bloms Gade 25,55.6940462,12.5453667
Mysundegade 7,55.6687333,12.5481354
Vibekegade 9,55.7064952,12.555795
Aggersvoldvej 15,55.69674939999999,12.4998182
Rævegade 5,55.6876969,12.5879164
Fortkaj 30,55.7083969,12.5980717
Dronning Dagmars Allé 1,55.66669779999999,12.5039782
Haraldsgade 1,55.70339999999999,12.5480571
Holmbladsgade 70,55.6656111,12.6111761
Hanstholmvej 33,55.6848679,12.4776012
Grøndals Parkvej 6,55.6906323,12.5143833
Frederiksborgvej 13,55.7029622,12.5329285
Vendsysselvej 41,55.69106,12.508726
Buster Larsens Vej 1,55.6579052,12.5094088
Alliancevej 10B 2450,55.6480673,12.5517809
Oxford Allé 4,55.64964810000001,12.6119201
Frederikssundsvej 330,55.71263039999999,12.470802
Gothersgade 56,55.6826496,12.5812661
Mågevej 46,55.4886425,9.130732499999999
Sundkaj 85,55.7099762,12.5986948
Tartinisvej 32,55.6451295,12.5267277
Folehaven 98,55.6522324,12.4963479
Hollænderdybet 22,55.6643616,12.5965866
Engelstedsgade 27,55.7104906,12.5590407
Syvens Allé 5 2300,55.664016,12.5983155
Brønshøjvej 77,55.6960388,12.4991892
Palermovej 3,55.66043329999999,12.6215207
Florensvej 1,55.6578271,12.622574
Vestbanevej 6,55.66463839999999,12.5199426
Strandboulevarden 99,55.7075246,12.5853355
Tuborgvej 13,55.7267404,12.572797
Stenlillevej 11,55.7706449,12.2014306
Sankt Gertruds Stræde 4,55.6830034,12.5744662
Strandlodsvej 85,55.6613822,12.6250427
Nørre Farimagsgade 54,55.68363840000001,12.5671129
Bredgade 29,55.6824279,12.5880642
Marstalsgade 49,55.70420559999999,12.5899991
Ægirsgade 73,55.7017281,12.5500695
Flakholmen 9,55.6833271,12.4890853
Lundtoftegade 84,55.69759819999999,12.5386949
Vester Søgade 56,55.6790924,12.5602039
Gothersgade 154,55.68633329999999,12.5674481
Reberbanegade 31,55.6620611,12.6057613
Gimles Allé 2,55.6509964,12.6111692
Sankt Annæ Plads 8,55.6814853,12.5907686
Frederiksborggade 4,55.6828747,12.5736753
Hornemansgade 13,55.71478159999999,12.5759948
Sundholmsvej 113,55.6573127,12.6053722
Ingerslevsgade 134,55.6645379,12.5514326
Nybovej 1,55.6332011,12.4114228
Knabstrupvej 16,55.7057561,12.4878028
Grækenlandsvej 39,55.6519865,12.6163703
Sigbrits Allé 6,55.6566938,12.6078634
Prøvestens Allé 12,55.6600055,12.6167987
Valkendorfsgade 20,55.6794837,12.5764638
Tagensvej 75,55.7019151,12.5498519
Veksøvej 75,55.7028506,12.4789218
Ben Websters Vej 18 2450,55.6466095,12.5510484
Sigynsgade 44,55.7055142,12.5499176
Edvard Thomsens Vej 57,55.632708,12.577016
Händelsvej 34,55.6490403,12.5247951
Parmagade 21,55.6530851,12.613915
Østerbrogade 43,55.7005667,12.5771039
Grønnemose Allé 17,55.722659,12.5258263
Tordenskjoldsgade 27,55.677237,12.588355
Aggersvoldvej 7,55.6963488,12.4999187
Engsletten 10A 2300,55.6440454,12.5947239
Gårdfæstevej 1,55.64006449999999,12.5886738
Frankrigshusene 7,55.6624421,12.6077945
Kenny Drews Vej 95,55.645103,12.5516011
Kastrupvej 69,55.6540073,12.6192587
Helga Larsens Plads 8,55.68443990000001,12.4840688
Øster Farimagsgade 95,55.69549139999999,12.5794637
Alliancevej 15,55.6483654,12.5530385
Victor Bendix Gade 11,55.71152799999999,12.565971
Ungarnsgade 78,55.6622383,12.6147405
Hamletsgade 24,55.7011222,12.5439443
Siciliensgade 5,55.65322399999999,12.6183064
Bredgade 18,55.6817515,12.5883152
Kurlandsgade 16,55.6600774,12.6033099
Thoravej 23 2400,55.70588610000001,12.5274523
Burmeistersgade 19,55.67580419999999,12.5987663
Børglumvej 11,56.1872634,10.210379
Lyngbyvej 57,55.7105775,12.5603922
Øresundsvej 156,55.6619828,12.6308248
Mikkel Bryggers Gade 3,55.6767847,12.5710933
Geislersgade 15,55.66416049999999,12.6062487
Bremensgade 41,55.665732,12.616652
Greisvej 17,55.6451083,12.6179438
Borgerbo 1,55.6646416,12.5959133
Syriensvej 2,55.6512934,12.6214234
Fiolstræde 12,55.680459,12.5732085
Svanemøllevej 33,55.7229249,12.5743197
Esromgade 30,55.6975181,12.5400044
Julius Bloms Gade 2,55.69333349999999,12.5470811
Mellemvangen 40,55.70894999999999,12.5072645
Peter Holms Vej 25,55.6500005,12.5463946
Overgaden Neden Vandet 33,55.6729833,12.5920381
Koldinggade 26,55.7066953,12.5813323
Prags Boulevard 8,55.6648593,12.6018753
Robert Jacobsens Vej 84,55.6166363,12.571433
Blågårdsgade 26,55.68548759999999,12.5566894
Ole Borchs Vej 40,55.6633764,12.4948945
Arnesvej 41,55.7019223,12.5050231
Rysensteensgade 16,55.6712766,12.5740421
Webersgade 17,55.69063490000001,12.5727301
Margretheholmsvej 74,55.6862283,12.6153006
Thoravej 25,55.7060809,12.5272506
Rumæniensgade 4,55.6599227,12.6138128
Sønder Boulevard 22,55.66811629999999,12.5552844
Krogerupgade 47,55.69611339999999,12.5405314
Dortheavej 62,55.7099025,12.5195413
Horsekildevej 38,55.66854,12.509858
Fredericiagade 9,55.6854145,12.5917437
Vigerslevvej 148,55.661576,12.482897
Asminderødgade 16,55.6981939,12.5395631
Gernersgade 11,55.6875982,12.5890069
Sundby Parkvej 10,55.662418,12.631124
Harrestrupvang 32 2500,55.66872799999999,12.4843676
Sundkaj 11,55.710698,12.5953878
Oxford Allé 76,55.6446429,12.6063531
Edvard Thomsens Vej 23,55.633131,12.574543
Richard Boones Vej 2,55.6474897,12.5471708
Katrinedalsvej 30,55.69081929999999,12.4937489
Højenhald 12,55.7048397,12.5077739
Borgergade 134,55.6866745,12.5879306
Sortedam Dossering 19,55.6889045,12.5643397
Humlehaven 13,55.6521274,12.4909228
Valbygårdsvej 76,55.65779509999999,12.5235245
Vesterbrogade 39 1620,55.67239470000001,12.5569002
Rosenholms Allé 14,55.6593399,12.4815453
Carlsgade 10,55.66761080000001,12.6143565
Vester Søgade 16,55.676734,12.5595422
Bechgaardsgade 10,55.7117649,12.5684416
Astrupvej 78,55.70505499999999,12.4929757
Lise Ringheims Vej 3,55.6560479,12.5102731
Østerbrogade 206,55.711983,12.578133
Boeslundevej 2,55.6989411,12.4736481
Flensborggade 7,55.668671,12.5472737
Dybensgade 21,55.6778207,12.5824188
Nørrebrogade 219,55.6991423,12.5405031
Uplandsgade 24,55.66728490000001,12.6019291
Nattergalevej 88,55.70118300000001,12.527276
Weidekampsgade 41,55.6667628,12.5822526
Weidekampsgade 31,55.66680590000001,12.5830879
Æbeløgade 26,55.71223209999999,12.5615419
Slotsherrensvej 61,55.6976178,12.482214
Landfogedvej 5,55.70893719999999,12.5303959
Hamletsgade 22,55.701268,12.5443377
Indiakaj 7,55.6956035,12.5966244
Ålborggade 22,55.7055681,12.5794929
Havneholmen 66,55.6604222,12.5636431
Tølløsevej 23,55.6134204,11.7681216
Dannebrogsgade 35,55.6694563,12.5531052
Fengersvej 9,55.6619156,12.505275
Gråspurvevej 49,55.703561,12.52335
Strandboulevarden 102,55.7073019,12.5861797
Tryggevældevej 25,55.6945388,12.4857031
Støberigade 33,55.6490842,12.5513686
Ved Amagerbanen 35,55.6655304,12.6273305
Toftegårds Plads 2,55.6619739,12.5178498
Jansvej 12,55.6455438,12.6171246
Toftegårds Allé 27,55.6644902,12.5166099
Torveporten 27,55.6540116,12.5060287
Rosenvængets Hovedvej 48,55.701203,12.5877286
Ålborggade 20,55.705502,12.5794598
Gyldenlakvej 27,55.6451486,12.6128555
Vejlands Allé 11,55.6434141,12.6139061
Edvard Thomsens Vej 19,55.633212,12.573931
Holsteinsgade 7,55.6988439,12.5825005
Veksøvej 48,55.7034136,12.4811602
Uglevej 17,55.7038604,12.5257401
Drechselsgade 10C 2300,55.6568895,12.5677024
Løvholmen 7,59.3140221,18.022111
Godthåbsvej 179,55.6912969,12.514952
Slotsherrensvej 66,55.6981354,12.4840365
Degnemose Allé 60,55.7008348,12.5040477
Gammel Mønt 21,55.6813888,12.5807769
Amsterdamvej 38,55.6489249,12.6172283
Silkeborggade 41,55.7069871,12.5840927
Strandlodsvej 18F 2300,55.6664106,12.6201863
Larsbjørnsstræde 25,55.6789376,12.5687225
Arkonagade 15,55.6653083,12.5532245
Øresundsvej 140D 2300,55.6608037,12.6261234
Amagerbrogade 259,55.64485939999999,12.6152447
Thorvald Bindesbølls Plads 6,55.6681369,12.5358749
Bispebjerg Parkallé 17,55.7197127,12.5376395
Baldersgade 75,55.7020545,12.5489322
Naboløs 2,55.67760939999999,12.5768742
Studsgaardsgade 64,55.7110286,12.5566944
Marthagade 4,55.7144139,12.5698026
Horsekildevej 28,55.667953,12.509631
Hedemannsgade 2,55.6959349,12.573994
Odensegade 17,55.7001448,12.5803365
Nørre Søgade 37,55.6823239,12.5618377
Drechselsgade 18,55.6566646,12.5679749
Sigynsgade 50,55.7052956,12.5502383
Knuthenborgvej 22,55.66840269999999,12.4893955
Nørager Plads 14,55.6965914,12.4746332
Bremensgade 19,55.666193,12.6172039
Degnemose Allé 57,55.700834,12.5047834
Lemnosvej 1,55.6527141,12.620116
Johan Kellers Vej 40,55.65525419999999,12.5358604
Kenny Drews Vej 15,55.6456081,12.5496672
Dexter Gordons Vej 19,55.6474023,12.5485178
Marengovej 8,55.65830159999999,12.6207314
Weidekampsgade 39,55.6669072,12.5823469
Magstræde 8,55.67652409999999,12.575619
Erik Eriksens Gade 12,55.6615406,12.5722314
Sorrentovej 14,55.65822009999999,12.6221563
Folehaven 107,55.6518487,12.4964995
Ved Volden 6,55.6718541,12.5937341
Bækkeskovvej 60,55.6998612,12.4929406
Sallingvej 75,55.6931407,12.497094
Constantin Hansens Gade 35,55.6692045,12.5353631
Oscar Pettifords Vej 5,55.6448061,12.5523447
Vigerslevvej 299,55.64787339999999,12.4938274
Gammel Kalkbrænderi Vej 56,55.7044261,12.5895094
Esromgade 12,55.6986581,12.5401043
Kroghsgade 5,55.6965132,12.5743936
Vendersgade 12,55.6841716,12.5678663
Marthagade 6,55.7145047,12.5697744
Linde Allé 48,55.6817348,12.4864898
Nedertoften 19,55.68073219999999,12.4887098
Borneovej 2,55.6450555,12.6289654
Bredegrund 19,55.6587417,12.6147827
Ellebjergvej 11,55.65001729999999,12.5261557
Høgholtvej 17,55.6919383,12.4889732
Traps Allé 11,55.6649098,12.5031583
Vanløse Allé 7,55.6922612,12.5049894
Ingerslevsgade 136,55.664508,12.5512244
Vestre Allé 1,57.033053,9.907728599999999
Knabrostræde 25,55.67685179999999,12.5760718
Åfløjen 50,55.7153372,12.458813
Sorrentovej 11,55.658367,12.6228293
Hessensgade 45,55.6638238,12.6169453
Peter Fabers Gade 16,55.6909131,12.5554082
Rentemestervej 21,55.7058761,12.529651
Valkendorfsgade 15,55.6797122,12.5776066
Fenrisgade 10,55.7021053,12.5458678
Molbechsvej 3,55.663084,12.5192
Peder Hjorts Vej 11,55.662156,12.512038
Ahlefeldtsgade 18,55.6831039,12.5666304
Valløvej 22,55.7002998,12.492013
Esplanaden 26,55.6876086,12.5937544
Ungarnsgade 19,55.6641584,12.6137064
Herluf Trolles Gade 22,55.6785383,12.5911382
Alliancevej 29,55.6483004,12.5532142
Vester Søgade 70,55.6800503,12.5605138
Lygten 57,55.7076457,12.538617
Vordingborggade 37,55.708111,12.5844989
Hustoftevej 11 2700,55.71262460000001,12.4727299
Arkonagade 9,55.6656689,12.5529109
Limfjordsvej 39,55.6924564,12.5056227
Engsletten 10 2300,55.6440067,12.5946822
Trondhjemsgade 12,55.6949513,12.5892778
Tranevej 4,55.701902,12.53164
Hallandsgade 7,55.6634711,12.599891
Vilhelm Buhls Gade 1 2300,55.65445949999999,12.5669075
Kenny Drews Vej 67,55.6453547,12.5512731
Ålborggade 30,55.7056295,12.5801353
Højdevej 5,55.6545072,12.611458
Ejler Billes Allé 48 2300,55.6229497,12.5691602
Nordlandsgade 2,55.6648136,12.6020132
Sjælør Boulevard 45,,
Æbeløgade 25,55.71207159999999,12.560851
Kvæsthusgade 3,55.6796768,12.5933206
Langagervej 13,57.46068880000001,9.996702299999999
Kastrupvej 15,55.6597097,12.6149041
Sorrentovej 17,55.6581248,12.6237835
Horsekildevej 16,55.6670003,12.5098182
Vognborgvej 6,55.6955342,12.5100619
Papirøen 73,55.67916049999999,12.598538
Elmelundevej 26,55.702381,12.4963395
Dunkerquegade 9,55.70842349999999,12.5970054
Boserupvej 9,55.7128291,12.4656148
Artillerivej 112,55.6588176,12.5710552
Trekronergade 11,55.6602281,12.5198954
Peter Holms Vej 14,55.6509326,12.5478817
Absalonsgade 3,55.6721151,12.5540809
Dag Hammarskjölds Allé 38,55.6958894,12.5807044
Rantzausgade 11,55.68560910000001,12.5516824
Ulriksdalvej 1,55.6730223,12.4852496
Julius Bloms Gade 31,55.6942075,12.5451789
Nyhavn 6,55.67982869999999,12.5893165
Frederiksborgvej 201,55.7249122,12.5274941
Støberigade 15,55.6491629,12.5526633
Strandboulevarden 35,55.701044,12.588772
Møllegade 20,55.6921563,12.5581597
Monrads Allé 34,55.66626369999999,12.4983141
Ægirsgade 34,55.69942,12.5465061
Vølundsgade 22,55.7008772,12.5502641
Carl Langes Vej 10,55.6636171,12.5062836
Genuavej 6,55.65988669999999,12.6224794
Øresundsvej 22,55.65959520000001,12.6109001
Jagtvej 57,55.3896156,10.3857859
Nørre Voldgade 48,55.6814438,12.5696443
Stockholmsgade 59,55.69292069999999,12.5841905
Rosenvængets Sideallé 1,55.6997989,12.5826586
Solrødvej 13,55.6993939,12.4773152
Holsteinsgade 58,55.6998367,12.5887624
Rosenborggade 7,55.6836041,12.5738828
Helsingborggade 11,55.7138871,12.5704636
Wildersgade 1,55.67131070000001,12.586854
Nørregade 24G 1165,55.681413,12.571582
Grysgårdsvej 18,55.6963821,12.5104917
Uglevej 23,55.70366929999999,12.5254503
Krabbesholmvej 19,55.7026818,12.4990862
Kong Oscars Gade 6,55.71406229999999,12.5767025
Norgesgade 19,55.6635596,12.5979676
Frimestervej 12,55.706988,12.5370909
Esbern Snares Gade 9,55.6654262,12.5545314
Axel Heides Gade 8,55.6604099,12.5701638
Langdraget 9,55.6809898,12.49
Frederiksgårds Allé 16,55.6932688,12.5086325
Hjalmar Brantings Plads 8,55.6926457,12.5813885
Lavendelstræde 8,55.6765686,12.571795
Ribegade 12,55.703167,12.580129
Teglbrændervej 11,55.7072519,12.5360755
Heimdalsgade 1,55.6998569,12.5409448
Rebildvej 6,55.69220559999999,12.5055581
Ejler Billes Allé 116 2300,55.62339650000001,12.5687427
Tjørnelunds Allé 2,55.6604212,12.4791737
Kentiavej 22,55.6476006,12.6105287
Dronningens Tværgade 11,55.6834535,12.5873547
Sommerstedgade 17,55.6663146,12.5565468
Sallingvej 79,55.6931937,12.4968117
Kenny Drews Vej 7,55.6457794,12.5491734
Flakholmen 16,55.6835527,12.4893666
Prøvestens Allé 11,55.6600117,12.617477
Apollovej 25,55.6878908,12.4957083
