Date,Price,Status,Build Year,URL,Adresse,Kort adresse,Kvdm,Latitude,Longitude,Kommune,Type,Nearest_Metro_Distance,Nearest_Tog_Distance
2017-07-26,786250,"Solgt, Familiehandel",1966,https://www.boligsiden.dk/adresse/porsager-42-2620-albertslund-01650365__42_______,Porsager 42 2620 Albertslund,Porsager 42 2620,117.0,55.6673285,12.3361011,Albertslund,Villa,9.472871432660067,1.5061360531369312
2017-10-11,614639,"Solgt, Familiehandel",1966,https://www.boligsiden.dk/adresse/platanhaven-52-2600-glostrup-01650362__52_______,Platanhaven 52 2600 Glostrup,Platanhaven 52 2600,124.0,55.6754871,12.3826621,Albertslund,Villa,6.416059110173775,1.6932154241128323
2017-10-11,614639,"Solgt, Familiehandel",1966,https://www.boligsiden.dk/adresse/platanhaven-52-2600-glostrup-01650362__52_______,Platanhaven 52 2600 Glostrup,Platanhaven 52 2600,124.0,55.6754871,12.3826621,Albertslund,Villa,6.416059110173775,1.6932154241128323
2015-08-17,3495000,"Solgt, Familiehandel",1966,https://www.boligsiden.dk/adresse/lavager-9-2620-albertslund-01650296___9_______,Lavager 9 2620 Albertslund,Lavager 9 2620,175.0,55.6674128,12.3283509,Albertslund,Villa,9.937661545757956,1.896739486995585
2018-08-20,2500000,"Solgt, Familiehandel",1966,https://www.boligsiden.dk/adresse/kongsager-58-2620-albertslund-01650275__58_______,Kongsager 58 2620 Albertslund,Kongsager 58 2620,101.0,55.6651268,12.3334963,Albertslund,Villa,9.700413611598393,1.4881236340684307
2016-04-11,841132,"Solgt, Auktion",1953,https://www.boligsiden.dk/adresse/herstedvestervej-12-2620-albertslund-01650190__12_______,Herstedvestervej 12 2620 Albertslund,Herstedvestervej 12 2620,136.0,55.6622723,12.336869,Albertslund,Villa,9.60094452349625,1.1528135173410223
2019-01-14,1300000,"Solgt, Øvrigt",1986,https://www.boligsiden.dk/adresse/kastanie-alle-16-2620-albertslund-01650260__16_______,Kastanie Alle 16 2620 Albertslund,Kastanie Alle 16 2620,138.0,55.6639047,12.349812,Albertslund,Villa,8.77599288884578,0.6883155100295921
2018-06-18,1050000,"Solgt, Familiehandel",1973,https://www.boligsiden.dk/adresse/randager-62-2620-albertslund-01650370__62_______,Randager 62 2620 Albertslund,Randager 62 2620,174.0,55.6690534,12.3356018,Albertslund,Villa,9.450864094380318,1.6637919912423529
2019-05-28,2100000,"Solgt, Familiehandel",1842,https://www.boligsiden.dk/adresse/kratvej-24-2760-maaloev-01510757__24_______,Kratvej 24 2760 Måløv,Kratvej 24 2760,196.0,55.7519685,12.3203264,Ballerup,Villa,12.124933552690186,0.5141746387692643
2015-03-26,1600000,"Solgt, Øvrigt",2000,https://www.boligsiden.dk/adresse/bueparken-162-2750-ballerup-01510054_162_______,Bueparken 162 2750 Ballerup,Bueparken 162 2750,139.0,55.7194376,12.3553561,Ballerup,Villa,8.480783901970932,1.1788046241151475
2022-05-05,1190000,"Solgt, Familiehandel",1998,https://www.boligsiden.dk/adresse/soelodden-83-2760-maaloev-01510800__83_______,Sølodden 83 2760 Måløv,Sølodden 83 2760,136.0,55.75363549999999,12.3308228,Ballerup,Villa,11.69362185999645,1.0392812994136489
2016-09-20,4450000,"Solgt, Familiehandel",1970,https://www.boligsiden.dk/adresse/ludvig-holsteins-alle-67-2750-ballerup-01510219__67_______,Ludvig Holsteins Alle 67 2750 Ballerup,Ludvig Holsteins Alle 67 2750,246.0,55.74127129999999,12.3686583,Ballerup,Villa,8.97644824251134,1.4234800787653177
2016-05-31,2323000,"Solgt, Familiehandel",1963,https://www.boligsiden.dk/adresse/skovledvej-6-2750-ballerup-01510305___6_______,Skovledvej 6 2750 Ballerup,Skovledvej 6 2750,192.0,55.7513348,12.3720235,Ballerup,Villa,9.557353786427589,2.534643471029911
2020-02-03,1390000,"Solgt, Familiehandel",1964,https://www.boligsiden.dk/adresse/morelvej-46-2740-skovlunde-01510633__46_______,Morelvej 46 2740 Skovlunde,Morelvej 46 2740,84.0,55.716879,12.3920723,Ballerup,Villa,6.2658944163602674,0.9415900454880456
2023-02-14,1700000,"Solgt, Familiehandel",1960,https://www.boligsiden.dk/adresse/pilevej-9-2740-skovlunde-01510641___9_______,Pilevej 9 2740 Skovlunde,Pilevej 9 2740,126.0,55.7145285,12.4128837,Ballerup,Villa,4.998987943128527,1.1189149034444534
2017-09-05,1479000,"Solgt, Familiehandel",1937,https://www.boligsiden.dk/adresse/boegevej-2-2740-skovlunde-01510533___2_______,Bøgevej 2 2740 Skovlunde,Bøgevej 2 2740,138.0,55.7153424,12.4118244,Ballerup,Villa,5.102788630913398,1.0069639813328186
2018-05-31,656750,"Solgt, Øvrigt",1979,https://www.boligsiden.dk/adresse/bueparken-106-2750-ballerup-01510054_106_______,Bueparken 106 2750 Ballerup,Bueparken 106 2750,151.0,55.7205532,12.3530606,Ballerup,Villa,8.660394483472274,1.0892432330519086
2018-06-19,807500,"Solgt, Familiehandel",1956,https://www.boligsiden.dk/adresse/tjaereborgvej-6-2760-maaloev-01510803___6_______,Tjæreborgvej 6 2760 Måløv,Tjæreborgvej 6 2760,110.0,55.74763489999999,12.324788,Ballerup,Villa,11.627515746756384,0.4052257109727799
2015-11-25,1997500,"Solgt, Øvrigt",1997,https://www.boligsiden.dk/adresse/ved-gershoej-39-2760-maaloev-01510810__39_______,Ved Gershøj 39 2760 Måløv,Ved Gershøj 39 2760,148.0,55.7555023,12.3098446,Ballerup,Villa,12.888639633743251,1.037322102863422
2020-02-11,871250,"Solgt, Familiehandel",1965,https://www.boligsiden.dk/adresse/morelvej-8-2740-skovlunde-01510633___8_______,Morelvej 8 2740 Skovlunde,Morelvej 8 2740,114.0,55.7158245,12.3980716,Ballerup,Villa,5.8782650842988815,0.8637612921998353
2017-06-26,935000,"Solgt, Familiehandel",1973,https://www.boligsiden.dk/adresse/hoestbuen-9-2750-ballerup-01510162___9_______,Høstbuen 9 2750 Ballerup,Høstbuen 9 2750,134.0,55.7177517,12.3492994,Ballerup,Villa,8.76985260512078,1.4621281941692217
2019-04-27,1083750,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/mellemvej-23-2750-ballerup-01510769__23_______,Mellemvej 23 2750 Ballerup,Mellemvej 23 2750,198.0,55.75265109999999,12.341476,Ballerup,Villa,11.096003925308551,1.5589208575603084
2016-04-14,1347500,"Solgt, Øvrigt",1997,https://www.boligsiden.dk/adresse/ved-gershoej-74-2760-maaloev-01510810__74_______,Ved Gershøj 74 2760 Måløv,Ved Gershøj 74 2760,197.0,55.7566848,12.3107931,Ballerup,Villa,12.912760577322956,1.126206210494786
2016-04-27,2250000,"Solgt, Familiehandel",1978,https://www.boligsiden.dk/adresse/storfyrstinde-olgas-alle-5-2750-ballerup-01510331___5_______,Storfyrstinde Olgas Alle 5 2750 Ballerup,Storfyrstinde Olgas Alle 5 2750,186.0,55.7385396,12.3710143,Ballerup,Villa,8.673813824605219,1.252211636970825
2020-12-13,1296250,"Solgt, Familiehandel",1997,https://www.boligsiden.dk/adresse/ved-gershoej-20-2760-maaloev-01510810__20_______,Ved Gershøj 20 2760 Måløv,Ved Gershøj 20 2760,151.0,55.75415599999999,12.3113785,Ballerup,Villa,12.72604974713646,0.859613783639719
2019-08-15,4800000,"Solgt, Familiehandel",1998,https://www.boligsiden.dk/adresse/byager-3-2750-ballerup-01510415___3_______,Byager 3 2750 Ballerup,Byager 3 2750,151.0,55.7339778,12.3402855,Ballerup,Villa,10.0210027361116,1.2052356263271866
2016-08-16,1500000,"Solgt, Familiehandel",1963,https://www.boligsiden.dk/adresse/hybenvaenget-29a-2740-skovlunde-01510593_29a_______,Hybenvænget 29A 2740 Skovlunde,Hybenvænget 29A 2740,135.0,55.7142231,12.3939028,Ballerup,Villa,6.03323252176896,1.140744291201785
2021-12-20,1445000,"Solgt, Familiehandel",1912,https://www.boligsiden.dk/adresse/maaloev-hovedgade-76-2760-maaloev-01510778__76_______,Måløv Hovedgade 76 2760 Måløv,Måløv Hovedgade 76 2760,234.0,55.75026159999999,12.3171628,Ballerup,Villa,12.186911138072547,0.3171485906313603
2015-06-08,3475000,"Solgt, Auktion",1970,https://www.boligsiden.dk/adresse/digterparken-14-2750-ballerup-01510080__14_______,Digterparken 14 2750 Ballerup,Digterparken 14 2750,137.0,55.7379561,12.3656224,Ballerup,Villa,8.90675542920076,1.008751723219521
2018-05-14,1950000,"Solgt, Familiehandel",1963,https://www.boligsiden.dk/adresse/aabyvej-51-2740-skovlunde-01510692__51_______,Åbyvej 51 2740 Skovlunde,Åbyvej 51 2740,110.0,55.7119483,12.4053628,Ballerup,Villa,5.27630419145557,1.237503171722174
2018-05-08,1180000,"Solgt, Øvrigt",1973,https://www.boligsiden.dk/adresse/vaarbuen-16-2750-ballerup-01510375__16_______,Vårbuen 16 2750 Ballerup,Vårbuen 16 2750,132.0,55.7130477,12.3549067,Ballerup,Villa,8.27207158917537,1.8872683232333387
2018-04-01,2200000,"Solgt, Familiehandel",1953,https://www.boligsiden.dk/adresse/dagmarvej-25-2740-skovlunde-01510541__25_______,Dagmarvej 25 2740 Skovlunde,Dagmarvej 25 2740,135.0,55.7242925,12.4000861,Ballerup,Villa,6.267858796545571,0.2455939350412839
2021-11-15,578000,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/marievej-12-2740-skovlunde-01510629__12_______,Marievej 12 2740 Skovlunde,Marievej 12 2740,175.0,55.72449469999999,12.4054339,Ballerup,Villa,6.0134897864847074,0.2124381391884431
2015-04-18,2021800,"Solgt, Familiehandel",1954,https://www.boligsiden.dk/adresse/slettebjergvej-9-2750-ballerup-01510313___9_______,Slettebjergvej 9 2750 Ballerup,Slettebjergvej 9 2750,135.0,55.7299101,12.3689489,Ballerup,Villa,8.238553723144882,0.676950996892517
2018-10-15,2000000,"Solgt, Øvrigt",1910,https://www.boligsiden.dk/adresse/maaloev-hovedgade-86-2760-maaloev-01510778__86_______,Måløv Hovedgade 86 2760 Måløv,Måløv Hovedgade 86 2760,240.0,55.75050239999999,12.3160947,Ballerup,Villa,12.257675201035507,0.3632841532621207
2017-02-24,1118813,"Solgt, Familiehandel",1935,https://www.boligsiden.dk/adresse/parkvej-20-2750-ballerup-01510249__20_______,Parkvej 20 2750 Ballerup,Parkvej 20 2750,133.0,55.7317626,12.3685093,Ballerup,Villa,8.370976683450452,0.680880109329828
2017-09-14,1160000,"Solgt, Familiehandel",1955,https://www.boligsiden.dk/adresse/jonstrupvej-77-2750-ballerup-01510166__77_______,Jonstrupvej 77 2750 Ballerup,Jonstrupvej 77 2750,118.0,55.7382686,12.3552969,Ballerup,Villa,9.458796309932293,0.9449276736602236
2017-03-22,1320000,"Solgt, Familiehandel",1933,https://www.boligsiden.dk/adresse/roasvej-4-2750-ballerup-01510273___4_______,Roasvej 4 2750 Ballerup,Roasvej 4 2750,144.0,55.72612239999999,12.3559442,Ballerup,Villa,8.749179653383784,0.4443060752958793
2017-12-14,3000000,"Solgt, Familiehandel",1975,https://www.boligsiden.dk/adresse/roenne-alle-1-3500-vaerloese-01510289___1_______,Rønne Alle 1 3500 Værløse,Rønne Alle 1 3500,269.0,55.75832800000001,12.392076,Ballerup,Villa,9.314005638903836,1.2376216218241385
2016-05-31,485750,"Solgt, Familiehandel",2017,https://www.boligsiden.dk/adresse/engtoften-21-2760-maaloev-01510725__21_______,Engtoften 21 2760 Måløv,Engtoften 21 2760,166.0,55.7567207,12.323247,Ballerup,Villa,12.27875674328478,1.0723133212288114
2017-01-26,513000,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/skovlunde-byvej-65-2740-skovlunde-01510656__65_______,Skovlunde Byvej 65 2740 Skovlunde,Skovlunde Byvej 65 2740,149.0,55.7266217,12.4019909,Ballerup,Villa,6.329150430566767,0.4090813740898729
2015-12-10,3050000,"Solgt, Familiehandel",1964,https://www.boligsiden.dk/adresse/soegaardsvej-16a-2750-ballerup-01510337_16a_______,Søgårdsvej 16A 2750 Ballerup,Søgårdsvej 16A 2750,189.0,55.750195,12.371092,Ballerup,Villa,9.511422548489554,2.3956238588961773
2019-11-19,2725000,"Solgt, Øvrigt",2020,https://www.boligsiden.dk/adresse/kloevertoften-31-2740-skovlunde-01510607__31_______,Kløvertoften 31 2740 Skovlunde,Kløvertoften 31 2740,225.0,55.7123923,12.3947773,Ballerup,Villa,5.899673369961002,1.2959355511456536
2015-05-21,1700000,"Solgt, Familiehandel",1969,https://www.boligsiden.dk/adresse/dagmarvej-20-2740-skovlunde-01510541__20_______,Dagmarvej 20 2740 Skovlunde,Dagmarvej 20 2740,162.0,55.725032,12.399861,Ballerup,Villa,6.327732809842956,0.3102783130310718
2015-11-06,720772,"Solgt, Øvrigt",1960,https://www.boligsiden.dk/adresse/tjoernevaenget-25-2740-skovlunde-01510681__25_______,Tjørnevænget 25 2740 Skovlunde,Tjørnevænget 25 2740,124.0,55.71654239999999,12.3949323,Ballerup,Villa,6.089509395543347,0.8898713074832892
2019-03-06,2200000,"Solgt, Familiehandel",1966,https://www.boligsiden.dk/adresse/egebjergvej-83-2750-ballerup-01510093__83_______,Egebjergvej 83 2750 Ballerup,Egebjergvej 83 2750,167.0,55.7506204,12.3898156,Ballerup,Villa,8.735153162382248,1.9816248450846543
2015-03-23,1000000,"Solgt, Øvrigt",1975,https://www.boligsiden.dk/adresse/tjaereborgvej-21-2760-maaloev-01510803__21_______,Tjæreborgvej 21 2760 Måløv,Tjæreborgvej 21 2760,135.0,55.7484547,12.3236638,Ballerup,Villa,11.735948075550224,0.3514814422648509
2022-05-18,2465000,"Solgt, Familiehandel",1973,https://www.boligsiden.dk/adresse/hoestbuen-65-2750-ballerup-01510162__65_______,Høstbuen 65 2750 Ballerup,Høstbuen 65 2750,165.0,55.7182563,12.3522421,Ballerup,Villa,8.615791749218769,1.348730566472746
2015-05-19,2300000,"Solgt, Familiehandel",1954,https://www.boligsiden.dk/adresse/taaregaardsvej-47-2750-ballerup-01510359__47_______,Tåregårdsvej 47 2750 Ballerup,Tåregårdsvej 47 2750,105.0,55.7230381,12.3472769,Ballerup,Villa,9.100648084461607,1.0239601824236098
2019-01-16,2300000,"Solgt, Familiehandel",1947,https://www.boligsiden.dk/adresse/nygaardsvej-46-2750-ballerup-01510233__46_______,Nygårdsvej 46 2750 Ballerup,Nygårdsvej 46 2750,110.0,55.7356129,12.3549655,Ballerup,Villa,9.316611590324472,0.6631737239056499
2016-05-23,1500000,"Solgt, Familiehandel",1947,https://www.boligsiden.dk/adresse/nygaardsvej-46-2750-ballerup-01510233__46_______,Nygårdsvej 46 2750 Ballerup,Nygårdsvej 46 2750,110.0,55.7356129,12.3549655,Ballerup,Villa,9.316611590324472,0.6631737239056499
2015-12-07,1500000,"Solgt, Familiehandel",1947,https://www.boligsiden.dk/adresse/nygaardsvej-46-2750-ballerup-01510233__46_______,Nygårdsvej 46 2750 Ballerup,Nygårdsvej 46 2750,110.0,55.7356129,12.3549655,Ballerup,Villa,9.316611590324472,0.6631737239056499
2017-01-18,1332245,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/ejbyvej-56-2740-skovlunde-01510549__56_______,Ejbyvej 56 2740 Skovlunde,Ejbyvej 56 2740,106.0,55.7129226,12.3997198,Ballerup,Villa,5.641943433662947,1.1443267111761124
2017-05-16,3495000,"Solgt, Auktion",1967,https://www.boligsiden.dk/adresse/almeengen-3-2740-skovlunde-01510507___3_______,Almeengen 3 2740 Skovlunde,Almeengen 3 2740,141.0,55.712064,12.4158535,Ballerup,Villa,4.699991801984801,1.4500212862011364
2017-04-18,1973400,"Solgt, Auktion",2019,https://www.boligsiden.dk/adresse/ulborgvej-16-2760-maaloev-01510807__16_______,Ulborgvej 16 2760 Måløv,Ulborgvej 16 2760,189.0,55.74724759999999,12.3272966,Ballerup,Villa,11.472127700811289,0.5625020276494468
2022-04-28,1150000,"Solgt, Familiehandel",1750,https://www.boligsiden.dk/adresse/pederstrupvej-77-2750-ballerup-01510252__77_______,Pederstrupvej 77 2750 Ballerup,Pederstrupvej 77 2750,157.0,55.7336399,12.3371088,Ballerup,Villa,10.179204735956104,1.3799634853073566
2020-11-05,2100000,"Solgt, Familiehandel",1973,https://www.boligsiden.dk/adresse/jonstrupvej-191-2750-ballerup-01510166_191_______,Jonstrupvej 191 2750 Ballerup,Jonstrupvej 191 2750,158.0,55.7495616,12.3448583,Ballerup,Villa,10.718812592346204,1.6769189096690618
2016-07-19,3700000,"Solgt, Familiehandel",1974,https://www.boligsiden.dk/adresse/eskilsbjerg-6-2750-ballerup-01510730___6_______,Eskilsbjerg 6 2750 Ballerup,Eskilsbjerg 6 2750,136.0,55.7553372,12.3392376,Ballerup,Villa,11.391051684679203,1.5735671350349154
2016-01-13,1746499,"Solgt, Auktion",1956,https://www.boligsiden.dk/adresse/aagerupvej-186-2750-ballerup-01510385_186_______,Ågerupvej 186 2750 Ballerup,Ågerupvej 186 2750,134.0,55.7236254,12.3531945,Ballerup,Villa,8.786736752445359,0.765561321559856
2016-02-22,933500,"Solgt, Familiehandel",1927,https://www.boligsiden.dk/adresse/mosevej-17-2750-ballerup-01510225__17_______,Mosevej 17 2750 Ballerup,Mosevej 17 2750,120.0,55.73517330000001,12.3522485,Ballerup,Villa,9.43604013197305,0.6905281387899521
2017-07-27,2875000,"Solgt, Familiehandel",2015,https://www.boligsiden.dk/adresse/brydegaardsvej-28-2760-maaloev-01510713__28_______,Brydegårdsvej 28 2760 Måløv,Brydegårdsvej 28 2760,170.0,55.7554291,12.3179478,Ballerup,Villa,12.464846214753214,0.8836929617722913
2017-06-30,3000000,"Solgt, Familiehandel",1969,https://www.boligsiden.dk/adresse/axel-juels-alle-57-2750-ballerup-01510019__57_______,Axel Juels Alle 57 2750 Ballerup,Axel Juels Alle 57 2750,105.0,55.7358944,12.3760858,Ballerup,Villa,8.243137947534963,1.3052664586969696
2017-08-04,3000000,"Solgt, Familiehandel",1967,https://www.boligsiden.dk/adresse/axel-juels-alle-10-2750-ballerup-01510019__10_______,Axel Juels Alle 10 2750 Ballerup,Axel Juels Alle 10 2750,140.0,55.7389364,12.3742541,Ballerup,Villa,8.540644333274978,1.4222179860227768
2017-07-14,660313,"Solgt, Familiehandel",2017,https://www.boligsiden.dk/adresse/atlasvaenge-7-2750-ballerup-01510023___7_______,Atlasvænge 7 2750 Ballerup,Atlasvænge 7 2750,187.0,55.72900060000001,12.3402416,Ballerup,Villa,9.773674026863675,1.1252005917169356
2016-12-20,1875000,"Solgt, Familiehandel",1947,https://www.boligsiden.dk/adresse/gammel-koege-landevej-642-2660-broendby-strand-01530176_642_______,Gammel Køge Landevej 642 2660 Brøndby Strand,Gammel Køge Landevej 642 2660,207.0,55.6178264,12.4325671,Brøndby,Villa,8.650434160349706,0.7653527349306085
2016-01-26,1140000,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/markvej-64-2660-broendby-strand-01530411__64_______,Markvej 64 2660 Brøndby Strand,Markvej 64 2660,100.0,55.6219184,12.4041976,Brøndby,Villa,9.093862674921969,1.000153199562528
2022-09-15,766500,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/midlergaardsvej-42-2605-broendby-01530422__42_______,Midlergårdsvej 42 2605 Brøndby,Midlergårdsvej 42 2605,91.0,55.6347327,12.4119498,Brøndby,Villa,7.635435909384578,1.6466437208020357
2020-07-19,1511242,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/midlergaardsvej-42-2605-broendby-01530422__42_______,Midlergårdsvej 42 2605 Brøndby,Midlergårdsvej 42 2605,91.0,55.6347327,12.4119498,Brøndby,Villa,7.635435909384578,1.6466437208020357
2015-05-15,2800000,"Solgt, Familiehandel",1962,https://www.boligsiden.dk/adresse/broendbyvestervej-137-2605-broendby-01530071_137_______,Brøndbyvestervej 137 2605 Brøndby,Brøndbyvestervej 137 2605,201.0,55.6512405,12.4116267,Brøndby,Villa,6.226693278083496,1.561232314961555
2021-11-03,4291800,"Solgt, Øvrigt",1966,https://www.boligsiden.dk/adresse/skibsbyggervej-18-2660-broendby-strand-01530598__18_______,Skibsbyggervej 18 2660 Brøndby Strand,Skibsbyggervej 18 2660,154.0,55.61693169999999,12.4347636,Brøndby,Villa,8.672150479173483,0.933928349035759
2020-08-13,2200000,"Solgt, Familiehandel",2000,https://www.boligsiden.dk/adresse/kaerlunden-1-2660-broendby-strand-01530362___1_______,Kærlunden 1 2660 Brøndby Strand,Kærlunden 1 2660,161.0,55.6261759,12.4270899,Brøndby,Villa,7.989088219585574,0.6665404701519629
2020-08-13,2200000,"Solgt, Familiehandel",2000,https://www.boligsiden.dk/adresse/kaerlunden-1-2660-broendby-strand-01530362___1_______,Kærlunden 1 2660 Brøndby Strand,Kærlunden 1 2660,161.0,55.6261759,12.4270899,Brøndby,Villa,7.989088219585574,0.6665404701519629
2018-05-30,950000,"Solgt, Familiehandel",1957,https://www.boligsiden.dk/adresse/mellemmarksvej-27-2605-broendby-01530421__27_______,Mellemmarksvej 27 2605 Brøndby,Mellemmarksvej 27 2605,111.0,55.6519492,12.3900845,Brøndby,Villa,7.188557594841512,1.368060147718036
2021-03-26,1815000,"Solgt, Auktion",1962,https://www.boligsiden.dk/adresse/ny-maeglergaards-alle-42-2660-broendby-strand-01530471__42_______,Ny Mæglergårds Allé 42 2660 Brøndby Strand,Ny Mæglergårds Allé 42 2660,114.0,55.6229685,12.4046933,Brøndby,Villa,8.97842866829678,1.0206762975130153
2021-09-13,800000,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/egehoej-13-2605-broendby-01530131__13_______,Egehøj 13 2605 Brøndby,Egehøj 13 2605,205.0,55.6535587,12.4135082,Brøndby,Villa,5.960690838520995,1.4214813127256352
2019-07-29,1650000,"Solgt, Familiehandel",1827,https://www.boligsiden.dk/adresse/bygaden-53a-2605-broendby-01530096_53a_______,Bygaden 53A 2605 Brøndby,Bygaden 53A 2605,77.0,55.64676739999999,12.4097102,Brøndby,Villa,6.671390247755554,1.957732533187721
2015-02-25,867000,"Solgt, Øvrigt",1951,https://www.boligsiden.dk/adresse/stolpevej-17-2605-broendby-01530631__17_______,Stolpevej 17 2605 Brøndby,Stolpevej 17 2605,110.0,55.6629795,12.4342156,Brøndby,Villa,4.303799096450448,0.4419753150865076
2017-06-28,1086026,"Solgt, Familiehandel",1990,https://www.boligsiden.dk/adresse/oestergaardsvaenget-14-2605-broendby-01530823__14_______,Østergårdsvænget 14 2605 Brøndby,Østergårdsvænget 14 2605,136.0,55.6421788,12.414829,Brøndby,Villa,6.858829787929069,2.395129161614024
2016-06-03,900000,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/baadsmandsvej-10-2660-broendby-strand-01530116__10_______,Bådsmandsvej 10 2660 Brøndby Strand,Bådsmandsvej 10 2660,136.0,55.6169072,12.4409147,Brøndby,Villa,8.461779488511741,1.243670837157857
2018-10-28,1425000,"Solgt, Familiehandel",2022,https://www.boligsiden.dk/adresse/folemarksvej-105-2605-broendby-01530156_105_______,Folemarksvej 105 2605 Brøndby,Folemarksvej 105 2605,158.0,55.6459088,12.4004633,Brøndby,Villa,7.14083568980473,1.930933081042744
2019-03-06,2724393,"Solgt, Auktion",1951,https://www.boligsiden.dk/adresse/hedegraensen-40-2605-broendby-01530231__40_______,Hedegrænsen 40 2605 Brøndby,Hedegrænsen 40 2605,152.0,55.6535451,12.3869732,Brøndby,Villa,7.240208758221558,1.3064529136987302
2020-06-26,1950000,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/lerager-25-2605-broendby-01530366__25_______,Lerager 25 2605 Brøndby,Lerager 25 2605,118.0,55.6480247,12.3939963,Brøndby,Villa,7.2760558576781,1.718335020022927
2020-06-08,2160010,"Solgt, Familiehandel",1970,https://www.boligsiden.dk/adresse/elmehoej-13-2605-broendby-01530141__13_______,Elmehøj 13 2605 Brøndby,Elmehøj 13 2605,130.0,55.6535191,12.4148618,Brøndby,Villa,5.90374600986952,1.4814951518934076
2015-05-18,3500000,"Solgt, Familiehandel",1920,https://www.boligsiden.dk/adresse/tvaertoftevej-8-2605-broendby-01530746___8_______,Tværtoftevej 8 2605 Brøndby,Tværtoftevej 8 2605,122.0,55.6559726,12.3908031,Brøndby,Villa,6.888462369245141,0.949163575422474
2017-02-28,977500,"Solgt, Øvrigt",2022,https://www.boligsiden.dk/adresse/plovmarksvej-5-2605-broendby-01530506___5_______,Plovmarksvej 5 2605 Brøndby,Plovmarksvej 5 2605,182.0,55.6589226,12.3878058,Brøndby,Villa,6.8664087374315335,0.836657884029896
2018-10-01,1330017,"Solgt, Familiehandel",1959,https://www.boligsiden.dk/adresse/broendbyoestervej-48-2605-broendby-01530091__48_______,Brøndbyøstervej 48 2605 Brøndby,Brøndbyøstervej 48 2605,158.0,55.663328,12.4368078,Brøndby,Villa,4.165453477707931,0.2881123082302863
